athlete_name,country,date,event,location,distance,wetsuit,condition,field_size,time,place,Split1,Split2,Split3,Split4,Split5,Split6,Split7,Split8,Split9,Split10,Split11,Split12,Split13,Split14,Split15,Split16,Split17,Split18,Split19,Split20,Split21,Split22,Split23,Split24,Split25,Split26,Split27,Split28,Split29,Split30,
Diogo Villarinho,BRA,06/28/2016,FINA World Cup,"Roberval, CAN",10,NW,Neutral,20,7095.00,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Davy Billiau,BEL,06/28/2016,FINA World Cup,"Roberval, CAN",10,NW,Neutral,20,7181.00,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xavier Desharnais,CAN,06/28/2016,FINA World Cup,"Roberval, CAN",10,NW,Neutral,20,7316.00,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Edouard Belanger,CAN,06/28/2016,FINA World Cup,"Roberval, CAN",10,NW,Neutral,20,7724.00,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aleksandar Ilievski,MKD,06/28/2016,FINA World Cup,"Roberval, CAN",10,NW,Neutral,20,7823.00,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aquiles Balaudo,ARG,06/28/2016,FINA World Cup,"Roberval, CAN",10,NW,Neutral,20,8135.00,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tristan Filion,CAN,06/28/2016,FINA World Cup,"Roberval, CAN",10,NW,Neutral,20,8382.00,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
end,,,2016_06_28_Roberval_10km_M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alex Meyer,USA,06/30/2016,FINA Grand Prix,"Roberval, CAN",32,NW,Neutral,16,23279.00,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Edoardo Stochino,ITA,06/30/2016,FINA Grand Prix,"Roberval, CAN",32,NW,Neutral,16,23465.00,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tomi Stefanovski,MKD,06/30/2016,FINA Grand Prix,"Roberval, CAN",32,NW,Neutral,16,23968.00,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Edouard Lehoux,FRA,06/30/2016,FINA Grand Prix,"Roberval, CAN",32,NW,Neutral,16,24057.00,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Evgenij Pop Acev,MKD,06/30/2016,FINA Grand Prix,"Roberval, CAN",32,NW,Neutral,16,24102.00,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aquiles Balaudo,ARG,06/30/2016,FINA Grand Prix,"Roberval, CAN",32,NW,Neutral,16,24433.00,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bertrand Venturi,ITA,06/30/2016,FINA Grand Prix,"Roberval, CAN",32,NW,Neutral,16,24651.00,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xavier Desharnais,CAN,06/30/2016,FINA Grand Prix,"Roberval, CAN",32,NW,Neutral,16,24662.00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aleksandar Ilievski,MKD,06/30/2016,FINA Grand Prix,"Roberval, CAN",32,NW,Neutral,16,24740.00,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabriel Pouliot,CAN,06/30/2016,FINA Grand Prix,"Roberval, CAN",32,NW,Neutral,16,25547.00,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Simon Pastor,GER,06/30/2016,FINA Grand Prix,"Roberval, CAN",32,NW,Neutral,16,26562.00,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xavier Theroux,CAN,06/30/2016,FINA Grand Prix,"Roberval, CAN",32,NW,Neutral,16,29031.00,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
end,,,2016_06_30_Roberval_32km_M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ferry Weertman,NED,08/16/2016,Olympic Games,"Rio de Janeiro, BRA",10,NW,Neutral,25,6779.80,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spyridon Gianniotis,GRE,08/16/2016,Olympic Games,"Rio de Janeiro, BRA",10,NW,Neutral,25,6779.80,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marc-Antoine Olivier,FRA,08/16/2016,Olympic Games,"Rio de Janeiro, BRA",10,NW,Neutral,25,6782.00,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lijun Zu,CHN,08/16/2016,Olympic Games,"Rio de Janeiro, BRA",10,NW,Neutral,25,6782.00,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordan Wilimovsky,USA,08/16/2016,Olympic Games,"Rio de Janeiro, BRA",10,NW,Neutral,25,6783.20,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Simone Ruffini,ITA,08/16/2016,Olympic Games,"Rio de Janeiro, BRA",10,NW,Neutral,25,6783.50,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Federico Vanelli,ITA,08/16/2016,Olympic Games,"Rio de Janeiro, BRA",10,NW,Neutral,25,6783.90,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yasunari Hirai,JPN,08/16/2016,Olympic Games,"Rio de Janeiro, BRA",10,NW,Neutral,25,6784.60,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christian Reichert,GER,08/16/2016,Olympic Games,"Rio de Janeiro, BRA",10,NW,Neutral,25,6784.70,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad Ho,RSA,08/16/2016,Olympic Games,"Rio de Janeiro, BRA",10,NW,Neutral,25,6784.80,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Evgenii Drattcev,RUS,08/16/2016,Olympic Games,"Rio de Janeiro, BRA",10,NW,Neutral,25,6784.80,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ous Mellouli,TUN,08/16/2016,Olympic Games,"Rio de Janeiro, BRA",10,NW,Neutral,25,6786.10,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mark Papp,HUN,08/16/2016,Olympic Games,"Rio de Janeiro, BRA",10,NW,Neutral,25,6791.70,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sean Ryan,USA,08/16/2016,Olympic Games,"Rio de Janeiro, BRA",10,NW,Neutral,25,6795.50,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ventsislav Aydarski,BUL,08/16/2016,Olympic Games,"Rio de Janeiro, BRA",10,NW,Neutral,25,6796.10,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ivan Enderica Ochoa,ECU,08/16/2016,Olympic Games,"Rio de Janeiro, BRA",10,NW,Neutral,25,6796.20,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Richard Weinberger,CAN,08/16/2016,Olympic Games,"Rio de Janeiro, BRA",10,NW,Neutral,25,6796.40,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Allan Do Carmo,BRA,08/16/2016,Olympic Games,"Rio de Janeiro, BRA",10,NW,Neutral,25,6796.40,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kane Rae Francis Radford,NZL,08/16/2016,Olympic Games,"Rio de Janeiro, BRA",10,NW,Neutral,25,6798.70,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Richard Nagy,SVK,08/16/2016,Olympic Games,"Rio de Janeiro, BRA",10,NW,Neutral,25,6815.40,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jarrod Poort,AUS,08/16/2016,Olympic Games,"Rio de Janeiro, BRA",10,NW,Neutral,25,6820.70,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Erwin Maldonado,VEN,08/16/2016,Olympic Games,"Rio de Janeiro, BRA",10,NW,Neutral,25,6873.60,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marwan Elamrawy,EGY,08/16/2016,Olympic Games,"Rio de Janeiro, BRA",10,NW,Neutral,25,7157.20,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
end,,,2016_08_16_RiodeJaneiro_10km_M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andreas Waschburger,GER,08/13/2016,FINA World Cup,"Lac Memphremagog, CAN",10,NW,Neutral,18,7346.00,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chip Peterson,USA,08/13/2016,FINA World Cup,"Lac Memphremagog, CAN",10,NW,Neutral,18,7346.50,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pepijn Smits,NED,08/13/2016,FINA World Cup,"Lac Memphremagog, CAN",10,NW,Neutral,18,7350.00,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Philippe Guertin,CAN,08/13/2016,FINA World Cup,"Lac Memphremagog, CAN",10,NW,Neutral,18,7370.00,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nicolas Masse-Savard,CAN,08/13/2016,FINA World Cup,"Lac Memphremagog, CAN",10,NW,Neutral,18,7374.00,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Damien Cattin-Vidal,FRA,08/13/2016,FINA World Cup,"Lac Memphremagog, CAN",10,NW,Neutral,18,7375.00,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Evgenij Pop Acev,MKD,08/13/2016,FINA World Cup,"Lac Memphremagog, CAN",10,NW,Neutral,18,7377.00,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xavier Desharnais,CAN,08/13/2016,FINA World Cup,"Lac Memphremagog, CAN",10,NW,Neutral,18,7384.00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Davy Billiau,BEL,08/13/2016,FINA World Cup,"Lac Memphremagog, CAN",10,NW,Neutral,18,7435.00,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diogo Villarinho,BRA,08/13/2016,FINA World Cup,"Lac Memphremagog, CAN",10,NW,Neutral,18,7484.00,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabriel Pouliot,CAN,08/13/2016,FINA World Cup,"Lac Memphremagog, CAN",10,NW,Neutral,18,7664.00,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tomi Stefanovski,MKD,08/13/2016,FINA World Cup,"Lac Memphremagog, CAN",10,NW,Neutral,18,7762.00,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Edouard Belanger,CAN,08/13/2016,FINA World Cup,"Lac Memphremagog, CAN",10,NW,Neutral,18,7829.00,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aleksandar Ilievski,MKD,08/13/2016,FINA World Cup,"Lac Memphremagog, CAN",10,NW,Neutral,18,8026.00,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Edouard Lehoux,FRA,08/13/2016,FINA World Cup,"Lac Memphremagog, CAN",10,NW,Neutral,18,8191.00,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Benjamin Lortie,CAN,08/13/2016,FINA World Cup,"Lac Memphremagog, CAN",10,NW,Neutral,18,8498.00,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tristan Filion,CAN,08/13/2016,FINA World Cup,"Lac Memphremagog, CAN",10,NW,Neutral,18,8614.00,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antoine Chatelain-Laflamme,CAN,08/13/2016,FINA World Cup,"Lac Memphremagog, CAN",10,NW,Neutral,18,8767.00,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
end,,,2016_08_13_LacMemphremagog_10km_M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tomi Stefanovski,MKD,08/20/2016,FINA Grand Prix,"Ohrid Lake, MKD",30,NW,Neutral,9,21318.93,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Edoardo Stochino,ITA,08/20/2016,FINA Grand Prix,"Ohrid Lake, MKD",30,NW,Neutral,9,21323.04,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matheus Emerim Evangelista,BRA,08/20/2016,FINA Grand Prix,"Ohrid Lake, MKD",30,NW,Neutral,9,21334.37,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Damian Blaum,ARG,08/20/2016,FINA Grand Prix,"Ohrid Lake, MKD",30,NW,Neutral,9,21336.22,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aleksandar Ilievski,MKD,08/20/2016,FINA Grand Prix,"Ohrid Lake, MKD",30,NW,Neutral,9,21547.15,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabriele Maria Mento,ITA,08/20/2016,FINA Grand Prix,"Ohrid Lake, MKD",30,NW,Neutral,9,21716.72,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Evgenij Pop Acev,MKD,08/20/2016,FINA Grand Prix,"Ohrid Lake, MKD",30,NW,Neutral,9,21778.83,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aquiles Balaudo,ARG,08/20/2016,FINA Grand Prix,"Ohrid Lake, MKD",30,NW,Neutral,9,23206.22,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Simon Pastor,GER,08/20/2016,FINA Grand Prix,"Ohrid Lake, MKD",30,NW,Neutral,9,23380.25,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
end,,,2016_08_20_OhridLake_30km_M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Evgenij Pop Acev,MKD,09/04/2016,FINA Grand Prix,"Capri-Napoli, ITA",36,NW,Neutral,16,22624.00,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Damian Blaum,ARG,09/04/2016,FINA Grand Prix,"Capri-Napoli, ITA",36,NW,Neutral,16,22639.00,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bertrand Venturi,ITA,09/04/2016,FINA Grand Prix,"Capri-Napoli, ITA",36,NW,Neutral,16,23149.00,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marcel Schouten,NED,09/04/2016,FINA Grand Prix,"Capri-Napoli, ITA",36,NW,Neutral,16,23302.00,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matheus Emerim Evangelista,BRA,09/04/2016,FINA Grand Prix,"Capri-Napoli, ITA",36,NW,Neutral,16,23334.00,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Edoardo Stochino,ITA,09/04/2016,FINA Grand Prix,"Capri-Napoli, ITA",36,NW,Neutral,16,23366.00,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tomi Stefanovski,MKD,09/04/2016,FINA Grand Prix,"Capri-Napoli, ITA",36,NW,Neutral,16,23476.00,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabriele Maria Mento,ITA,09/04/2016,FINA Grand Prix,"Capri-Napoli, ITA",36,NW,Neutral,16,24375.00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aleksandar Ilievski,MKD,09/04/2016,FINA Grand Prix,"Capri-Napoli, ITA",36,NW,Neutral,16,24766.00,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saleh Mohammad,SYR,09/04/2016,FINA Grand Prix,"Capri-Napoli, ITA",36,NW,Neutral,16,25067.00,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aquiles Balaudo,ARG,09/04/2016,FINA Grand Prix,"Capri-Napoli, ITA",36,NW,Neutral,16,25862.00,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Simon Pastor,GER,09/04/2016,FINA Grand Prix,"Capri-Napoli, ITA",36,NW,Neutral,16,26213.00,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
end,,,2016_09_04_Capri-Napoli_36km_M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Simone Ruffini,ITA,10/09/2016,FINA World Cup,"Chun'An, CHN",10,NW,Neutral,30,6961.30,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andreas Waschburger,GER,10/09/2016,FINA World Cup,"Chun'An, CHN",10,NW,Neutral,30,6962.90,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Allan Do Carmo,BRA,10/09/2016,FINA World Cup,"Chun'An, CHN",10,NW,Neutral,30,6965.60,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marcel Schouten,NED,10/09/2016,FINA World Cup,"Chun'An, CHN",10,NW,Neutral,30,6967.60,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kristof Rasovszky,HUN,10/09/2016,FINA World Cup,"Chun'An, CHN",10,NW,Neutral,30,6970.30,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zhongyi Qiao,CHN,10/09/2016,FINA World Cup,"Chun'An, CHN",10,NW,Neutral,30,6975.90,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jiabao An,CHN,10/09/2016,FINA World Cup,"Chun'An, CHN",10,NW,Neutral,30,6997.80,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jingwei Weng,CHN,10/09/2016,FINA World Cup,"Chun'An, CHN",10,NW,Neutral,30,7000.00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ruoyu Wang,CHN,10/09/2016,FINA World Cup,"Chun'An, CHN",10,NW,Neutral,30,7001.10,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yohsuke Miyamoto,JPN,10/09/2016,FINA World Cup,"Chun'An, CHN",10,NW,Neutral,30,7002.60,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wenhao Wang,CHN,10/09/2016,FINA World Cup,"Chun'An, CHN",10,NW,Neutral,30,7012.00,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joaquin Moreno,ARG,10/09/2016,FINA World Cup,"Chun'An, CHN",10,NW,Neutral,30,7013.40,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitaliy Khudyakov,KAZ,10/09/2016,FINA World Cup,"Chun'An, CHN",10,NW,Neutral,30,7014.00,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lidou Han,CHN,10/09/2016,FINA World Cup,"Chun'An, CHN",10,NW,Neutral,30,7015.90,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chip Peterson,USA,10/09/2016,FINA World Cup,"Chun'An, CHN",10,NW,Neutral,30,7036.30,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Evgenij Pop Acev,MKD,10/09/2016,FINA World Cup,"Chun'An, CHN",10,NW,Neutral,30,7054.10,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuuya Kataoka,JPN,10/09/2016,FINA World Cup,"Chun'An, CHN",10,NW,Neutral,30,7062.10,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zibin Zhang,CHN,10/09/2016,FINA World Cup,"Chun'An, CHN",10,NW,Neutral,30,7068.30,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yifan Zhao,CHN,10/09/2016,FINA World Cup,"Chun'An, CHN",10,NW,Neutral,30,7114.60,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shuhei Matsumura,JPN,10/09/2016,FINA World Cup,"Chun'An, CHN",10,NW,Neutral,30,7117.60,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ho Yin Kwan,HKG,10/09/2016,FINA World Cup,"Chun'An, CHN",10,NW,Neutral,30,7270.90,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Riku Kuwazoe,JPN,10/09/2016,FINA World Cup,"Chun'An, CHN",10,NW,Neutral,30,7273.30,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kosuke Mimura,JPN,10/09/2016,FINA World Cup,"Chun'An, CHN",10,NW,Neutral,30,7275.30,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chin Ting Keith Sin,HKG,10/09/2016,FINA World Cup,"Chun'An, CHN",10,NW,Neutral,30,7562.40,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jo Miyazawa,CHN,10/09/2016,FINA World Cup,"Chun'An, CHN",10,NW,Neutral,30,7870.20,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chun Hin Hui,HKG,10/09/2016,FINA World Cup,"Chun'An, CHN",10,NW,Neutral,30,7993.60,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tsz Fung Tse,HKG,10/09/2016,FINA World Cup,"Chun'An, CHN",10,NW,Neutral,30,8060.90,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chun Hei Bryan Leung,HKG,10/09/2016,FINA World Cup,"Chun'An, CHN",10,NW,Neutral,30,8063.20,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Ching Wong,HKG,10/09/2016,FINA World Cup,"Chun'An, CHN",10,NW,Neutral,30,8069.30,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
end,,,2016_10_09_Chun'An_10km_M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Simone Ruffini,ITA,10/14/2016,FINA World Cup,"Hong Kong, CHN",10,NW,Neutral,38,7815.80,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chip Peterson,USA,10/14/2016,FINA World Cup,"Hong Kong, CHN",10,NW,Neutral,38,7829.10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rob Muffels,GER,10/14/2016,FINA World Cup,"Hong Kong, CHN",10,NW,Neutral,38,7829.30,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Allan Do Carmo,BRA,10/14/2016,FINA World Cup,"Hong Kong, CHN",10,NW,Neutral,38,7829.30,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diogo Villarinho,BRA,10/14/2016,FINA World Cup,"Hong Kong, CHN",10,NW,Neutral,38,7829.40,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andreas Waschburger,GER,10/14/2016,FINA World Cup,"Hong Kong, CHN",10,NW,Neutral,38,7830.30,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marcel Schouten,NED,10/14/2016,FINA World Cup,"Hong Kong, CHN",10,NW,Neutral,38,7846.10,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitaliy Khudyakov,KAZ,10/14/2016,FINA World Cup,"Hong Kong, CHN",10,NW,Neutral,38,7846.30,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Simon Huitenga,AUS,10/14/2016,FINA World Cup,"Hong Kong, CHN",10,NW,Neutral,38,7897.20,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mark Papp,HUN,10/14/2016,FINA World Cup,"Hong Kong, CHN",10,NW,Neutral,38,7903.90,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brendan Casey,USA,10/14/2016,FINA World Cup,"Hong Kong, CHN",10,NW,Neutral,38,7914.80,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuuya Kataoka,JPN,10/14/2016,FINA World Cup,"Hong Kong, CHN",10,NW,Neutral,38,7915.80,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Evgenij Pop Acev,MKD,10/14/2016,FINA World Cup,"Hong Kong, CHN",10,NW,Neutral,38,7918.10,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shai Toledano,ISR,10/14/2016,FINA World Cup,"Hong Kong, CHN",10,NW,Neutral,38,7926.80,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soon Choy Kevin Yeap,MAS,10/14/2016,FINA World Cup,"Hong Kong, CHN",10,NW,Neutral,38,7929.60,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jingwei Weng,CHN,10/14/2016,FINA World Cup,"Hong Kong, CHN",10,NW,Neutral,38,7946.00,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joaquin Moreno,ARG,10/14/2016,FINA World Cup,"Hong Kong, CHN",10,NW,Neutral,38,7988.80,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yohsuke Miyamoto,JPN,10/14/2016,FINA World Cup,"Hong Kong, CHN",10,NW,Neutral,38,8036.30,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lidou Han,CHN,10/14/2016,FINA World Cup,"Hong Kong, CHN",10,NW,Neutral,38,8158.20,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xinjie Ji,CHN,10/14/2016,FINA World Cup,"Hong Kong, CHN",10,NW,Neutral,38,8230.30,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cheng-Chi Cho,TPE,10/14/2016,FINA World Cup,"Hong Kong, CHN",10,NW,Neutral,38,8234.20,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rudolf Visser,RSA,10/14/2016,FINA World Cup,"Hong Kong, CHN",10,NW,Neutral,38,8295.10,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kosuke Mimura,JPN,10/14/2016,FINA World Cup,"Hong Kong, CHN",10,NW,Neutral,38,8349.20,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Riku Kuwazoe,JPN,10/14/2016,FINA World Cup,"Hong Kong, CHN",10,NW,Neutral,38,8383.10,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ho Yin Kwan,HKG,10/14/2016,FINA World Cup,"Hong Kong, CHN",10,NW,Neutral,38,8436.60,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jo Miyazawa,CHN,10/14/2016,FINA World Cup,"Hong Kong, CHN",10,NW,Neutral,38,8620.70,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Damien Cattin-Vidal,FRA,10/14/2016,FINA World Cup,"Hong Kong, CHN",10,NW,Neutral,38,8753.80,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Ching Wong,HKG,10/14/2016,FINA World Cup,"Hong Kong, CHN",10,NW,Neutral,38,8780.70,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
